ChEMBL ID,DrugBank ID,Name,ATC code(s),ATC therapeutic group,ATC status,pKa (acidic),SMILES,pKa (basic),pKa (exp.)_1,pKa (exp.)_2,pKa_comment,logP (pred.),logP (exp.),DyeLeS score,Fluorescent,First approval (year),Oral,MW,TPSA,HBD,HBA,lipinski_violations,lipinski_pass,ABCB1_Pgp_CHEMBL
CHEMBL222559,DB00932,Tipranavir,J05AE09,Противомикробные (системные),Success,5.96,[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O,-2.3,,,,6.29,6.9,0.5256304265,True,2005.0,1.0,602.68,105.59,2.0,6.0,2,False,
CHEMBL1534,DB00140,Riboflavin,S01XA26; A11HA04,Органы чувств,Success,5.97,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1,-0.19,10.2,,10.2,-1.0,-1.46,-0.6004840147,False,1993.0,0.0,376.37,161.56,5.0,8.0,1,True,
CHEMBL204656,DB09101,Elvitegravir,J05AJ02,Противомикробные (системные),Success,5.97,[H][C@@](CO)(C(C)C)N1C=C(C(O)=O)C(=O)C2=C1C=C(OC)C(CC1=C(F)C(Cl)=CC=C1)=C2,-0.53,,,,3.66,,0.7794791592,True,2012.0,1.0,447.89,88.76,2.0,4.0,0,True,
CHEMBL291157,DB00817,Rosoxacin,J01MB01,Противомикробные (системные),Success,6.0,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1,4.89,,,,1.85,3.0,0.23294116,False,,,294.31,72.19,1.0,3.0,0,True,
CHEMBL443,DB01015,Sulfamethoxazole,J01EC01,Противомикробные (системные),Success,6.16,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,1.97,,,,0.79,0.89,-0.749132503,False,1973.0,1.0,253.28,98.22,2.0,5.0,0,True,
CHEMBL700,DB00891,Sulfapyridine,J01EB04,Противомикробные (системные),Success,6.24,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,2.14,8.43,,8.43,0.84,0.35,-0.1357581784,False,1939.0,1.0,249.3,85.08,2.0,4.0,0,True,
CHEMBL226335,DB01698,Rutin,C05CA01; C05CA51,Сердечно-сосудистая система,Success,6.37,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,-3.7,,,,0.15,,0.6888659086,True,,,610.52,269.43,10.0,16.0,4,False,
CHEMBL20,DB00819,Acetazolamide,S01EC01,Органы чувств,Success,6.55,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,-3.3,7.2,,7.2,-0.39,-0.26,-1.719978901,False,1953.0,1.0,222.25,115.04,2.0,6.0,0,True,
CHEMBL1471,DB00673,Aprepitant,A04AD12,ЖКТ и обмен веществ,Success,6.59,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,3.63,,,,2.44,4.5,1.222268201,True,2003.0,1.0,534.43,83.24,2.0,5.0,1,True,
CHEMBL408,DB00197,Troglitazone,A10BG01,ЖКТ и обмен веществ,Success,6.61,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,-4.6,,,,4.16,3.6,-1.328952858,False,1997.0,1.0,441.55,84.86,2.0,6.0,0,True,
CHEMBL476,DB00851,Dacarbazine,L01AX04,Противоопухолевые препараты и иммуномодуляторы,Success,6.64,CN(C)\N=N\C1=C(N=CN1)C(N)=O,1.72,,,,-0.32,-0.24,-1.154154609,False,1975.0,0.0,182.19,99.73,2.0,4.0,0,True,
CHEMBL595,DB01132,Pioglitazone,A10BG03,ЖКТ и обмен веществ,Success,6.66,CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,5.6,5.19,,5.19,3.17,,-1.087178215,False,1999.0,1.0,356.45,68.29,1.0,5.0,0,True,
CHEMBL1617,DB01220,Rifaximin,D06AX11; A07AA11,Дерматологические препараты,Success,6.69,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O,5.88,,,,4.94,2.6,-2.257368449,False,2004.0,1.0,785.89,198.38,5.0,12.0,3,False,
CHEMBL4594438,DB15673,Lenacapavir,J05AX31,Противомикробные (системные),Success,6.69,[H][C@]12C[C@@]1([H])C(F)(F)C1=C2C(=NN1CC(=O)N[C@@H](CC1=CC(F)=CC(F)=C1)C1=NC(=CC=C1C1=CC=C(Cl)C2=C1N(CC(F)(F)F)N=C2NS(C)(=O)=O)C#CC(C)(C)S(C)(=O)=O)C(F)(F)F,1.91,,,,6.47,,0.4803820814,False,2022.0,1.0,968.3,157.94,2.0,8.0,3,False,
CHEMBL1191,DB00576,Sulfamethizole,J01EB02; B05CA04; S01AB01; D06BA04,Противомикробные (системные),Success,6.71,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,1.95,,,,0.53,0.54,-0.5362026364,False,1953.0,1.0,270.34,97.97,2.0,6.0,0,True,
CHEMBL4299940,DB16236,Mitapivat,B06AX04,Кровь и органы кроветворения,Success,6.79,O=C(N1CCN(CC2CC2)CC1)C1=CC=C(NS(=O)(=O)C2=CC=CC3=C2N=CC=C3)C=C1,7.64,,,,3.08,,-0.8718493519,False,2022.0,1.0,450.56,82.61,1.0,5.0,0,True,
CHEMBL1109,DB06729,Sulfaphenazole,S01AB05; J01ED08,Органы чувств,Success,6.82,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1,2.44,,,,1.59,1.52,-0.1109529411,False,1982.0,1.0,314.37,90.01,2.0,4.0,0,True,
CHEMBL1413,DB01188,Ciclopirox,D01AE14; G01AX12,Дерматологические препараты,Success,6.84,CC1=CC(=O)N(O)C(=C1)C1CCCCC1,-6.2,,,,2.15,2.3,-1.099327374,False,1982.0,0.0,207.27,42.23,1.0,2.0,0,True,
CHEMBL121,DB00412,Rosiglitazone,A10BG02,ЖКТ и обмен веществ,Success,6.84,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,6.23,,,,2.95,2.4,-1.006187783,False,1999.0,1.0,357.44,71.53,1.0,6.0,0,True,
CHEMBL1356238,DB06815,Pyrithione,D11AX12,Дерматологические препараты,Success,6.84,[O-][N+]1=C(S)C=CC=C1,0.66,,,,0.87,,-0.6587218148,False,,,127.17,26.94,1.0,2.0,0,True,
CHEMBL268869,,SULFAMETHOXYPYRIDAZINE,J01ED05,Противомикробные (системные),,6.84,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,2.02,,,,0.87,,-0.2909896389,False,,0.0,280.31,107.2,2.0,6.0,0,True,
CHEMBL1448,DB06803,Niclosamide,P02DA01,Противопаразитарные препараты,Success,6.89,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,-4.4,,,,4.49,,0.09438690532,False,1982.0,1.0,327.12,92.47,2.0,4.0,0,True,
CHEMBL282724,DB06268,Sitaxentan,C02KX03,Сердечно-сосудистая система,Success,6.89,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,0.75,,,,3.35,,-0.9881014895,False,2006.0,1.0,454.91,107.73,1.0,8.0,0,True,
CHEMBL62193,DB06150,Sulfadimethoxine,J01ED01,Противомикробные (системные),Success,6.91,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,1.99,,,,1.08,1.63,-0.4173720087,False,,0.0,310.34,116.43,2.0,7.0,0,True,
CHEMBL1697838,DB01382,Glymidine,A10BC01,ЖКТ и обмен веществ,Success,6.92,COCCOC1=CN=C(NS(=O)(=O)C2=CC=CC=C2)N=C1,-2.4,,,,1.27,,-0.3252404331,False,,,309.35,90.41,1.0,6.0,0,True,
CHEMBL437,DB06147,Sulfathiazole,D06BA02; J01EB07,Дерматологические препараты,Success,6.93,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,2.04,7.2,,7.2,0.88,0.05,-0.7934236646,False,1945.0,0.0,255.32,85.08,2.0,5.0,0,True,
CHEMBL444633,DB00615,Rifabutin,J04AB04,Противомикробные (системные),Success,6.93,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,9.03,,,,4.25,4.1,-2.561837093,False,1992.0,1.0,847.02,205.55,5.0,14.0,3,False,
,DB14048,Sodium zirconium cyclosilicate,V03AE10,Прочие препараты,,6.97,[Na+].[Na+].[Zr].[O-][Si]1([O-])O[Si]([O-])([O-])O[Si]([O-])([O-])O1,-4.4,,,,-3.8,,0.5490717537,True,,,365.45,166.05,0.0,9.0,1,True,
CHEMBL4535757,DB15569,Sotorasib,L01XX73,Противоопухолевые препараты и иммуномодуляторы,Success,6.98,CC(C)C1=NC=CC(C)=C1N1C(=O)N=C(N2CCN(C[C@@H]2C)C(=O)C=C)C2=CC(F)=C(N=C12)C1=C(O)C=CC=C1F,4.74,8.06,4.56,"8.06, 4.56",3.6,,0.2899460437,False,2021.0,1.0,560.61,104.45,1.0,7.0,1,True,
CHEMBL439,DB00359,Sulfadiazine,J01EC02; D06BA01; D06BA51,Противомикробные (системные),Success,6.99,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,2.01,6.36,,6.36,0.25,-0.09,-0.2022988116,False,1941.0,1.0,250.28,97.97,2.0,5.0,0,True,
CHEMBL438,DB01581,Sulfamerazine,J01ED07; D06BA06,Противомикробные (системные),Success,6.99,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,2.0,,,,0.44,0.14,-0.5653149654,False,1982.0,1.0,264.31,97.97,2.0,5.0,0,True,
CHEMBL446,DB01582,Sulfamethazine,J01EB03,Противомикробные (системные),Success,6.99,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,2.0,7.59,,7.59,0.43,0.89,-0.3827367584,False,1949.0,1.0,278.34,97.97,2.0,5.0,0,True,
CHEMBL1660,DB01201,Rifapentine,J04AB05,Противомикробные (системные),Success,6.99,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O,7.88,,,,4.83,4.0,-2.605649384,False,1998.0,1.0,877.04,220.15,6.0,15.0,4,False,
CHEMBL224325,DB13306,Chlorquinaldol,R02AA11; G01AC03; D08AH02; P01AA04,Дыхательная система,Success,6.99,CC1=NC2=C(C=C1)C(Cl)=CC(Cl)=C2O,4.0,,,,3.82,,-0.339995408,False,,,228.08,33.12,1.0,2.0,0,True,
CHEMBL1382627,DB05245,Silver sulfadiazine,D06BA01; G01AE10; D06BA51,Дерматологические препараты,No Drug Record,6.99,[Ag+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CC=N1,2.01,,,,0.19,,-0.2439808188,False,,,357.14,100.04,1.0,5.0,0,True,
CHEMBL1614,DB01078,Deslanoside,C01AA07,Сердечно-сосудистая система,Success,7.15,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,-3.2,,,,-0.49,0.2,-1.276867722,False,1982.0,0.0,943.09,282.21,9.0,19.0,4,False,
CHEMBL1751,DB00390,Digoxin,C01AA05,Сердечно-сосудистая система,Success,7.15,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,-3.0,-3.0,7.15,"-3, 7.15",1.04,2.37,-2.111663414,False,1975.0,1.0,780.95,203.06,6.0,14.0,4,False,inhibitor; substrate; interaction
CHEMBL2028663,DB08912,Dabrafenib,L01EC02,Противоопухолевые препараты и иммуномодуляторы,Success,7.16,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,2.97,-1.5,,-1.5,5.44,2.9,0.9175336812,True,2013.0,1.0,519.57,110.86,2.0,7.0,2,False,
CHEMBL222863,DB01092,Ouabain,C01AC01,Сердечно-сосудистая система,Success,7.18,[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,-2.9,,,,-1.0,-2.0,-2.112372717,False,,,584.66,206.6,8.0,12.0,4,False,
CHEMBL185,DB00544,Fluorouracil,L01BC52; L01BC02,Противоопухолевые препараты и иммуномодуляторы,Success,7.18,FC1=CNC(=O)NC1=O,-8.0,8.02,,08.02,-0.58,-0.89,3.916624648,True,1962.0,0.0,130.08,65.72,2.0,2.0,0,True,
CHEMBL254219,DB01396,Digitoxin,C01AA04,Сердечно-сосудистая система,Success,7.18,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,0.24,,,,2.33,1.85,-2.021119854,False,1982.0,0.0,764.95,182.83,5.0,13.0,3,False,interaction
CHEMBL3545057,DB00511,Acetyldigitoxin,C01AA01,Сердечно-сосудистая система,Success,7.18,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,0.24,,,,2.87,3.7,-1.956285255,False,1982.0,1.0,806.99,188.9,4.0,14.0,3,False,
CHEMBL2105233,DB13253,Proxibarbal,N05CA22,Нервная система,Success,7.18,CC(O)CC1(CC=C)C(=O)NC(=O)NC1=O,-2.5,,,,-0.13,,-1.337682097,False,,0.0,226.23,95.5,3.0,4.0,0,True,
CHEMBL19,DB00703,Methazolamide,S01EC05,Органы чувств,Success,7.21,CN1N=C(S\C1=N\C(C)=O)S(N)(=O)=O,-6.1,7.3,,7.30,-0.2,0.13,-0.9108187333,False,1959.0,1.0,236.28,107.41,1.0,5.0,0,True,
CHEMBL231884,DB08995,Diosmin,C05CA53; C05CA03,Сердечно-сосудистая система,Success,7.31,COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,-3.6,6.1,,6.10±0.40,0.08,2.05,0.611045204,True,,0.0,608.55,238.2,8.0,15.0,4,False,
CHEMBL497,DB04815,Clioquinol,P01AA02; D09AA10; D08AH30; P01AA52; G01AC02; S02AA05,Противопаразитарные препараты,Success,7.34,OC1=C(I)C=C(Cl)C2=C1N=CC=C2,3.28,,,,3.66,,-0.3146256366,False,1934.0,0.0,305.5,33.12,1.0,2.0,0,True,
CHEMBL86754,DB09115,Diiodohydroxyquinoline,G01AC01,Мочеполовая система и половые гормоны,Success,7.39,OC1=C2N=CC=CC2=C(I)C=C1I,3.34,,,,3.93,,-0.5203833696,False,,,396.95,33.12,1.0,2.0,0,True,
CHEMBL1337,DB00348,Nitisinone,A16AX04,ЖКТ и обмен веществ,Success,7.44,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,-7.3,,,,2.06,1.6,1.300082377,True,2002.0,1.0,329.23,94.35,0.0,5.0,0,True,
CHEMBL3707334,DB13235,Perboric acid,A01AB19,ЖКТ и обмен веществ,Success,7.47,OOB=O,-6.1,,,,0.48,,-3.580887469,False,,,59.82,46.53,1.0,3.0,0,True,
CHEMBL18,DB00311,Ethoxzolamide,G01AE10,Мочеполовая система и половые гормоны,No ATC,7.51,CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,-1.9,,,,1.87,2.01,-0.2923289789,False,1982.0,1.0,258.32,82.28,1.0,5.0,0,True,
CHEMBL189,DB00235,Milrinone,C01CE02,Сердечно-сосудистая система,Success,7.54,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,4.82,,,,1.04,,-1.165855634,False,1987.0,0.0,211.22,69.54,1.0,3.0,0,True,
CHEMBL1420,DB00733,Pralidoxime,V03AB04,Прочие препараты,Success,7.63,C[N+]1=C(\C=N\O)C=CC=C1,-1.1,,,,-3.0,1.56,0.7284935304,True,1964.0,1.0,137.16,36.47,1.0,2.0,0,True,
CHEMBL849,DB08604,Triclosan,D08AE04; D09AA06,Дерматологические препараты,Success,7.68,OC1=CC(Cl)=CC=C1OC1=C(Cl)C=C(Cl)C=C1,-3.8,7.9,,7.9,5.53,,-0.2082772135,False,1997.0,0.0,289.54,29.46,1.0,2.0,1,True,
CHEMBL7413,DB00474,Methohexital,N05CA15; N01AF01,Нервная система,Success,7.73,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,-1.5,,,,2.29,1.8,-2.814696739,False,1960.0,0.0,262.31,66.48,1.0,3.0,0,True,
CHEMBL2103873,DB08932,Macitentan,C02KX04,Сердечно-сосудистая система,Success,7.76,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1,3.26,,,,3.05,,-0.5668790591,False,2010.0,1.0,588.28,128.22,2.0,8.0,1,True,
CHEMBL2396661,DB12015,Alpelisib,L01EM03,Противоопухолевые препараты и иммуномодуляторы,Success,7.79,CC1=C(SC(NC(=O)N2CCC[C@H]2C(N)=O)=N1)C1=CC(=NC=C1)C(C)(C)C(F)(F)F,2.81,,,,2.76,,-0.5091462772,False,2019.0,1.0,441.48,101.21,2.0,5.0,0,True,
CHEMBL2165326,DB15059,Aprocitentan,C02KN01,Сердечно-сосудистая система,Success,7.79,NS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1,3.26,,,,2.85,,-0.3234821113,False,,,546.2,142.21,2.0,8.0,2,False,
CHEMBL1370561,DB01223,Aminophylline,R03DA55; R03DA05; R03DA20; R03DB05,Дыхательная система,No Drug Record,7.82,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,-0.78,,,,-0.26,-3.03,-1.112548633,False,,,420.43,197.4,4.0,8.0,1,True,
CHEMBL1201774,DB00360,Sapropterin,A16AX07,ЖКТ и обмен веществ,Success,7.82,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,0.82,,,,-1.8,-1.7,-2.877271338,False,2007.0,1.0,241.25,136.29,6.0,7.0,1,True,
CHEMBL190,DB00277,Theophylline,R03DA05; R03DA74; R03DA04; R03DA54; R03DA10; R03DA55; R03DA02,Дыхательная система,Success,7.82,CN1C2=C(NC=N2)C(=O)N(C)C1=O,-0.78,8.81,,8.81,-0.26,-0.02,-1.112548633,False,1940.0,1.0,180.17,72.68,1.0,3.0,0,True,
CHEMBL408513,DB05015,Belinostat,L01XH04,Противоопухолевые препараты и иммуномодуляторы,Success,7.82,ONC(=O)\C=C\C1=CC=CC(=C1)S(=O)(=O)NC1=CC=CC=C1,-5.1,7.87,8.71,7.87 and 8.71 by potentiometry,1.83,,-0.4133859639,False,2014.0,0.0,318.35,95.5,3.0,4.0,0,True,
CHEMBL1200434,DB01303,Oxtriphylline,R03DA20; R03DB02; R03DA02,Дыхательная система,No Drug Record,7.82,C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O,-0.78,,,,-0.99,,-1.078877647,False,,,283.33,91.22,1.0,4.0,0,True,
CHEMBL1237054,DB06810,Plicamycin,L01DC02,Противоопухолевые препараты и иммуномодуляторы,Success,7.84,CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O,-3.6,,,,-0.23,,-0.9746787803,False,,,1085.16,358.2,11.0,24.0,4,False,
CHEMBL1788385,DB13222,Tilbroquinol,P01AA05,Противопаразитарные препараты,Success,7.84,CC1=C2C=CC=NC2=C(O)C(Br)=C1,4.46,,,,3.11,,-0.4245246117,False,,0.0,238.08,33.12,1.0,2.0,0,True,
CHEMBL460499,DB09010,Carmofur,L01BC04,Противоопухолевые препараты и иммуномодуляторы,Success,7.88,CCCCCCNC(=O)N1C=C(F)C(=O)NC1=O,-8.3,,,,2.57,,0.8896119074,True,,,257.26,83.96,2.0,3.0,0,True,
CHEMBL53418,DB04816,Dantron,A06AB53; A06AB03,ЖКТ и обмен веществ,Success,7.89,OC1=CC=CC2=C1C(=O)C1=C(C=CC=C1O)C2=O,-5.6,,,,2.98,,0.1594488418,False,,0.0,240.21,74.6,2.0,4.0,0,True,
CHEMBL556,DB00746,Deferoxamine,V03AC01,Прочие препараты,Success,7.92,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,10.23,,,,0.93,-2.2,-0.9295989781,False,1968.0,0.0,560.69,205.84,6.0,9.0,3,False,
CHEMBL426084,DB12543,Samidorphan,N05AH53,Нервная система,No ATC,7.92,NC(=O)C1=CC=C2C[C@H]3N(CC4CC4)CC[C@@]4(CC(=O)CC[C@@]34O)C2=C1O,9.46,8.3,10.1,"8.3, 10.1",1.09,,-3.264472201,False,2021.0,1.0,370.45,103.86,3.0,5.0,0,True,
,DB11123,Hypochlorite,D08AX07,Дерматологические препараты,,7.93,[O-]Cl,-5.9,,,,0.02,,-0.9226200439,False,,,51.45,23.06,0.0,1.0,0,True,
CHEMBL84,DB01030,Topotecan,L01CE01,Противоопухолевые препараты и иммуномодуляторы,Success,8.0,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,9.75,,,,1.84,0.8,-1.402604939,False,1996.0,1.0,421.45,104.89,2.0,7.0,0,True,inhibitor; interaction
CHEMBL1096885,DB00385,Valrubicin,L01DB09,Противоопухолевые препараты и иммуномодуляторы,Success,8.0,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1,-3.4,,,,2.67,2.2,-0.1493922401,False,1998.0,0.0,723.65,215.22,5.0,13.0,3,False,
CHEMBL218490,DB00869,Dorzolamide,S01EC03,Органы чувств,Success,8.16,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,6.88,,,,-0.5,,-2.509856791,False,1994.0,0.0,324.45,106.33,2.0,6.0,0,True,
CHEMBL220491,DB01194,Brinzolamide,S01EC54; S01EC04,Органы чувств,Success,8.18,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,6.5,,,,-0.65,,-2.126168377,False,1998.0,0.0,383.52,118.8,2.0,7.0,0,True,
CHEMBL27577,DB08797,Salicylamide,N02BA75; N02BA05; N02BA55,Нервная система,Success,8.21,NC(=O)C1=CC=CC=C1O,-0.97,8.37,,8.37 (at 20 °C),0.74,1.28,-0.3764202495,False,,,137.14,63.32,2.0,2.0,0,True,
CHEMBL572,DB00698,Nitrofurantoin,J01XE51; J01XE01,Противомикробные (системные),Success,8.23,[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,-2.2,7.2,,7.2,0.03,-0.47,-1.40058373,False,1953.0,1.0,238.16,118.05,1.0,6.0,0,True,
CHEMBL1201288,DB01219,Dantrolene,M03CA01,Костно-мышечная система,Success,8.23,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O,-1.3,,,,1.65,1.7,-0.8601667233,False,1974.0,1.0,314.26,118.05,1.0,6.0,0,True,
,DB01575,Kaolin,A07BC02,ЖКТ и обмен веществ,,8.24,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],-4.7,,,,-3.9,,0.2506653394,False,,,258.16,210.59,0.0,7.0,1,True,
CHEMBL58,DB01204,Mitoxantrone,L01DB07,Противоопухолевые препараты и иммуномодуляторы,Success,8.27,OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O,9.36,,,,0.91,-3.1,0.00869653007,False,1987.0,0.0,444.49,163.18,8.0,10.0,2,False,inhibitor; interaction
CHEMBL1289494,DB11800,Tivozanib,L01EK03,Противоопухолевые препараты и иммуномодуляторы,Success,8.27,COC1=C(OC)C=C2C(OC3=CC(Cl)=C(NC(=O)NC4=NOC(C)=C4)C=C3)=CC=NC2=C1,5.89,11.74,,11.74±0.70,4.25,4.31,-0.6473420343,False,2017.0,1.0,454.87,107.74,2.0,7.0,0,True,
CHEMBL1463,DB01099,Flucytosine,D01AE21; J02AX01,Дерматологические препараты,Success,8.31,NC1=C(F)C=NC(=O)N1,1.78,3.26,,3.26,-0.69,-1.1,2.105568092,True,1971.0,1.0,129.09,71.77,2.0,3.0,0,True,
CHEMBL1054,DB01021,Trichlormethiazide,C03AA06,Сердечно-сосудистая система,Success,8.32,NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl,-4.1,8.6,,8.6,0.86,0.62,-1.927534182,False,1960.0,1.0,380.66,118.36,3.0,5.0,0,True,
